SPY from 2006-Sep-20 to 2011-Sep-20,,,,,
Date,Open,High,Low,Close,Volume
22/11/2010,119.69,120.24,118.77,120.19,181361000
23/11/2010,118.77,119.02,117.99,118.45,221923900
24/11/2010,119.2,120.23,119.18,120.2,140046100
26/11/2010,119.16,119.81,118.8,118.8,75977600
29/11/2010,118.5,119.48,117.74,119.16,223469900
30/11/2010,117.98,119.17,117.81,118.49,233636000
01/12/2010,120.2,121.24,120.19,121.01,220815100
02/12/2010,121.2,122.65,121.13,122.56,190949300
03/12/2010,122.14,123.03,122.11,122.89,151227200
06/12/2010,122.63,123.04,122.5,122.76,102526800
07/12/2010,123.94,124.01,122.76,122.83,206357000
08/12/2010,122.98,123.38,122.41,123.28,137779800
09/12/2010,123.97,124.02,123.15,123.76,123317700
10/12/2010,124.14,124.6,123.73,124.48,117516500
13/12/2010,125.05,125.2,124.52,124.56,133627800
14/12/2010,124.75,125.23,124.29,124.67,147014000
15/12/2010,124.44,124.93,123.89,124.1,160403700
16/12/2010,124.18,124.91,123.75,124.82,178464100
17/12/2010,124.08,124.46,123.82,124.3,140959400
20/12/2010,124.64,124.9,123.98,124.6,118962600
21/12/2010,124.99,125.47,124.87,125.39,94852500
22/12/2010,125.48,125.82,125.41,125.78,78825600
23/12/2010,125.64,125.78,125.29,125.6,70053700
27/12/2010,125.13,125.77,125.04,125.65,58064500
28/12/2010,125.9,125.95,125.5,125.83,55258700
29/12/2010,125.98,126.2,125.9,125.92,57970800
30/12/2010,125.8,126.13,125.53,125.72,76593100
31/12/2010,125.53,125.87,125.33,125.75,91218900
03/01/2011,126.71,127.6,125.7,127.05,138572000
04/01/2011,127.33,127.37,126.19,126.98,137327700
05/01/2011,126.58,127.72,126.46,127.64,133864500
06/01/2011,127.69,127.83,127.01,127.39,122415200
07/01/2011,127.56,127.77,126.15,127.14,155968300
10/01/2011,126.58,127.16,126.2,126.98,122198300
11/01/2011,127.44,127.74,126.95,127.43,110183900
12/01/2011,128.21,128.72,127.46,128.58,107436100
13/01/2011,128.63,128.69,128.05,128.37,129048400
14/01/2011,128.19,129.33,128.1,129.3,117611100
18/01/2011,129.18,129.64,129.03,129.52,114249600
19/01/2011,129.41,129.54,127.91,128.25,151709000
20/01/2011,127.96,128.4,127.13,128.08,175511200
21/01/2011,128.88,129.17,128.23,128.37,151377200
24/01/2011,128.29,129.25,128.26,129.1,113647600
25/01/2011,128.76,129.28,128.11,129.17,167388000
26/01/2011,129.49,130.05,129.23,129.67,141139500
28/01/2011,130.14,130.35,127.51,127.72,295569200
31/01/2011,128.07,128.78,127.75,128.68,149126600
01/02/2011,129.46,130.97,129.38,130.74,166962200
02/02/2011,130.4,130.84,130.33,130.49,118163000
03/02/2011,130.26,130.98,129.57,130.78,145726000
04/02/2011,130.83,131.2,130.23,131.15,134584900
07/02/2011,131.44,132.4,131.43,131.97,112330500
08/02/2011,132.09,132.64,131.73,132.57,98858300
09/02/2011,132.21,132.63,131.61,132.27,146305000
10/02/2011,131.6,132.47,131.3,132.32,162533700
11/02/2011,131.8,133.28,131.77,133.11,137660600
14/02/2011,133.03,133.54,132.88,133.43,101529700
15/02/2011,133.02,133.22,132.32,133.01,119469200
16/02/2011,133.46,134.01,133.19,133.85,130041900
17/02/2011,133.46,134.43,133.34,134.25,109783900
18/02/2011,134.37,134.69,134.06,134.53,129846200
22/02/2011,133.12,134.56,131.47,131.83,232845000
23/02/2011,131.75,132.07,130.21,131.02,227006400
24/02/2011,130.88,131.44,129.7,130.93,260153600
25/02/2011,131.48,132.41,131.4,132.33,141480800
28/02/2011,132.82,133.32,132.38,133.15,141368600
01/03/2011,133.57,133.69,130.89,130.93,257969800
02/03/2011,130.75,131.82,130.35,131.21,200124700
03/03/2011,132.4,133.62,132.39,133.47,175918800
04/03/2011,133.37,133.63,131.6,132.47,276931400
07/03/2011,132.86,133.16,130.74,131.43,216656200
08/03/2011,131.64,133,131.07,132.58,174352100
09/03/2011,132.32,132.8,131.6,132.39,153702300
10/03/2011,131,131.18,129.81,129.94,301291800
11/03/2011,129.52,131.31,129.49,130.84,225573700
14/03/2011,129.99,130.48,129.06,130.05,234974100
15/03/2011,126.59,129.33,126.5,128.56,358086600
16/03/2011,128.15,128.57,125.28,126.18,466844900
17/03/2011,128,128.39,127.1,127.85,253973900
18/03/2011,128.84,128.88,127.51,127.76,229603600
21/03/2011,129.35,130.01,129.2,129.74,153874600
22/03/2011,129.72,129.89,129.17,129.29,129538600
23/03/2011,128.93,130,128.32,129.66,148243900
24/03/2011,130.4,131.09,129.67,130.9,158939200
25/03/2011,131.24,131.87,130.89,131.3,155617000
28/03/2011,131.58,131.92,130.94,130.98,108853700
29/03/2011,130.87,131.9,130.44,131.86,129253300
30/03/2011,132.55,133.16,132.36,132.77,135712300
31/03/2011,132.6,132.96,132.45,132.59,132537100
01/04/2011,133.41,133.77,132.83,133.15,153719600
04/04/2011,133.43,133.67,132.88,133.26,100645200
05/04/2011,133,133.83,132.94,133.24,120791500
06/04/2011,133.88,134,133.12,133.66,120263700
07/04/2011,133.42,133.98,132.66,133.32,170617600
08/04/2011,133.91,133.99,132.31,132.86,147833100
11/04/2011,133,133.45,132.14,132.46,121263800
12/04/2011,131.72,131.98,130.99,131.47,161187400
13/04/2011,132.08,132.18,130.96,131.46,161832600
14/04/2011,130.7,131.76,130.27,131.56,161112500
15/04/2011,131.8,132.37,131.41,132.04,169922600
18/04/2011,130.59,132.03,129.51,130.56,210661500
19/04/2011,130.76,131.35,130.44,131.31,124134300
20/04/2011,132.88,133.39,132.79,133.1,155791300
21/04/2011,133.79,133.84,133.1,133.78,135860100
26/04/2011,134.05,135.06,133.91,134.79,146750400
27/04/2011,135.05,135.87,134.5,135.67,143106100
28/04/2011,135.43,136.29,135.41,136.11,124706000
29/04/2011,136.16,136.57,135.98,136.43,115000000
02/05/2011,137.07,137.18,135.95,136.22,126165600
03/05/2011,135.96,136.19,135.04,135.73,138139200
04/05/2011,135.67,135.73,134.23,134.83,182619700
05/05/2011,134.08,134.95,133.02,133.61,226735800
06/05/2011,134.94,135.63,133.68,134.2,222745700
09/05/2011,134.19,135.11,133.98,134.72,113986800
10/05/2011,135.17,136.11,135,135.87,114741300
11/05/2011,135.67,135.69,133.82,134.44,193454800
12/05/2011,134.08,135.36,133.39,135.08,171100000
13/05/2011,135.15,135.34,133.56,134.04,157405200
16/05/2011,133.56,134.61,132.97,133.19,141675400
17/05/2011,132.69,133.35,132.12,133.17,192686200
18/05/2011,133.24,134.5,132.95,134.36,135021300
19/05/2011,134.8,135.03,133.94,134.68,118574200
20/05/2011,134.33,134.68,133.36,133.61,182465700
23/05/2011,131.98,132.72,131.59,132.06,168448400
24/05/2011,132.44,132.73,131.7,131.95,147199600
25/05/2011,132.39,132.94,131.38,132.39,150935600
26/05/2011,132.03,133.24,131.78,133,164768500
27/05/2011,133.37,133.87,132.96,133.51,120879400
31/05/2011,134.77,134.92,133.84,134.9,164584700
01/06/2011,134.51,134.92,131.76,131.87,232824000
02/06/2011,131.96,132.24,130.96,131.73,200387800
03/06/2011,130.15,131.42,130.08,130.42,234615500
06/06/2011,130.09,130.36,128.87,129.04,179858600
07/06/2011,129.7,130.07,128.85,128.96,161412800
08/06/2011,128.76,129.19,128.18,128.42,198529100
09/06/2011,128.77,129.93,128.46,129.4,160864900
10/06/2011,128.85,128.93,127.26,127.6,238418800
13/06/2011,127.89,128.24,127.05,127.7,184553500
14/06/2011,128.87,129.77,128.82,129.32,160399100
15/06/2011,128.24,129.3,126.68,127.02,300640900
16/06/2011,127.06,127.97,126.32,127.3,307830500
17/06/2011,127.93,127.94,126.62,127.05,233284900
20/06/2011,126.62,127.97,126.58,127.7,159349600
21/06/2011,128.36,129.7,127.75,129.45,192806300
22/06/2011,129.05,129.81,128.59,128.67,176179300
23/06/2011,127.16,128.64,126.19,128.3,334013100
24/06/2011,128.27,128.37,126.62,126.81,226079500
27/06/2011,126.89,128.43,126.64,127.94,166779000
28/06/2011,128.45,129.63,128.27,129.61,165377600
29/06/2011,130.2,130.93,129.63,130.72,244123800
30/06/2011,131.14,132.18,130.71,131.97,223322700
01/07/2011,132.09,134.1,131.78,133.92,202370700
05/07/2011,133.78,134.08,133.39,133.81,166069900
06/07/2011,133.49,134.14,133.11,133.97,143244400
07/07/2011,135.16,135.7,134.88,135.36,170293800
08/07/2011,133.83,135.36,133.39,134.4,194100500
11/07/2011,132.75,133.18,131.66,131.97,195619500
12/07/2011,131.69,132.78,131.36,131.4,214161500
13/07/2011,132.09,133.22,131.52,131.84,203331500
14/07/2011,132.17,132.78,130.68,130.93,225623000
15/07/2011,131.66,131.87,130.77,131.69,220030300
18/07/2011,131.08,131.28,129.63,130.61,196747200
19/07/2011,131.34,132.89,131.31,132.73,166403600
20/07/2011,133.07,133.15,132.42,132.65,136058400
21/07/2011,133.4,134.82,132.67,134.49,248798900
22/07/2011,134.52,134.72,133.76,134.58,125483600
25/07/2011,133.3,134.49,133.16,133.83,136473000
26/07/2011,133.74,133.96,133.03,133.33,131151400
27/07/2011,132.59,132.63,130.43,130.6,248733300
28/07/2011,130.6,131.77,130.01,130.22,207662600
29/07/2011,128.91,130.55,127.97,129.33,306717200
01/08/2011,130.84,130.96,127.53,128.78,324959800
02/08/2011,127.81,128.5,125.49,125.49,345408300
03/08/2011,125.66,126.31,123.53,126.17,370350300
04/08/2011,124.42,124.62,120.06,120.26,520405800
05/08/2011,121.76,122.07,116.86,120.08,654918700
08/08/2011,116.91,120.12,112.02,112.26,701265400
09/08/2011,114.07,117.64,110.27,117.48,709890500
10/08/2011,115.26,116.28,111.95,112.29,660247700
11/08/2011,113.26,118.92,112.32,117.33,487487700
12/08/2011,118.4,119.21,117.28,118.12,313628700
15/08/2011,119.19,120.74,119,120.62,258488700
16/08/2011,119.47,120.69,118.31,119.59,293913400
17/08/2011,120.25,121.2,118.72,119.67,238026300
18/08/2011,116.5,119.71,113.39,114.51,512326700
19/08/2011,112.96,115.88,112.5,112.64,427880500
22/08/2011,115.17,115.23,112.41,112.73,274663900
23/08/2011,113.15,116.57,112.58,116.44,330788100
24/08/2011,116.19,118.24,115.92,118.08,246057300
25/08/2011,118.73,119.4,115.87,116.28,311823800
26/08/2011,115.69,118.51,113.85,117.97,314448700
29/08/2011,119.56,121.43,118.06,121.36,190732400
30/08/2011,120.83,122.43,119.26,121.68,241048900
31/08/2011,122.46,123.51,121.3,122.22,301573200
01/09/2011,122.29,123.4,120.78,120.94,254471600
02/09/2011,118.42,120.87,117.43,117.85,255380200
06/09/2011,114.39,117.16,114.38,116.99,285004900
07/09/2011,118.76,120.34,118.36,120.29,209524200
08/09/2011,119.57,120.94,118.77,119.04,249741200
09/09/2011,117.68,119.06,115.28,115.92,380056000
12/09/2011,114.47,116.76,114.05,116.67,305414400
13/09/2011,117.05,118.18,116.22,117.74,272326000
14/09/2011,118.34,120.8,116.72,119.37,319019000
15/09/2011,120.65,121.47,119.4,121.43,326469500
16/09/2011,121.29,121.97,120.32,121.52,283959500
19/09/2011,119.53,120.93,118.72,120.31,239978600
